date,startup,vertical,subvertical,city,investors,round,amount,year,month,quarter,month_year,funding_range,investor_count
2018-08-17,EazyDiner,Consumer Tech,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,48.2625,2018,8,3,2018-08,10-50Cr,1
2018-08-20,RawPressery,Consumer Tech,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt,39.6,2018,8,3,2018-08,10-50Cr,1
2018-08-22,Pi Ventures,Tech,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,49.5,2018,8,3,2018-08,10-50Cr,1
2018-08-22,Revv,Consumer Tech,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,117.7275,2018,8,3,2018-08,100-500Cr,4
2018-08-26,ZestMoney,Consumer Tech,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,110.55,2018,8,3,2018-08,100-500Cr,3
2018-08-26,Shubh Loans,Fintech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,34.65,2018,8,3,2018-08,10-50Cr,4
2018-08-27,MyUpchar,Health,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,41.25,2018,8,3,2018-08,10-50Cr,2
2018-08-28,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,24.75,2018,8,3,2018-08,10-50Cr,1
2018-01-07,Leena AI,Tech,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed,0.0,2018,1,1,2018-01,,1
2018-02-07,Biryani By Kilo,Consumer Tech,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed,8.25,2018,2,1,2018-02,1-10Cr,1
2018-04-07,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,33.0,2018,4,2,2018-04,10-50Cr,1
2018-05-07,Loan Tap,Consumer Tech,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,51.5625,2018,5,2,2018-05,50-100Cr,4
2018-06-07,PolicyBazaar,Consumer Tech,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,228.525,2018,6,2,2018-06,100-500Cr,1
2018-09-07,zippserv,Consumer Tech,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed,3.63,2018,9,3,2018-09,1-10Cr,1
2018-09-07,Groww,Consumer Tech,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed,9.075,2018,9,3,2018-09,1-10Cr,2
2018-10-07,Avenue Growth,Consumer Tech,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed,3.60525,2018,10,4,2018-10,1-10Cr,3
2018-10-07,iNICU,Health,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed,0.0,2018,10,4,2018-10,,1
2018-10-07,Kinara Capital,Unknown,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,41.25,2018,10,4,2018-10,10-50Cr,1
2018-10-07,Shop 101,Consumer Tech,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,41.25,2018,10,4,2018-10,10-50Cr,4
2018-11-07,Sambandh,Consumer Tech,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,20.625,2018,11,4,2018-11,10-50Cr,1
2018-12-07,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed,1.485,2018,12,4,2018-12,1-10Cr,5
2018-12-07,5th Vital,Health,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed,4.125,2018,12,4,2018-12,1-10Cr,1
2018-07-13,MEngage,Health,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed,1.44375,2018,7,3,2018-07,1-10Cr,4
2018-07-17,Ofbusiness,Unknown,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,239.25,2018,7,3,2018-07,100-500Cr,3
2018-07-17,Cars24,Consumer Tech,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,410.025,2018,7,3,2018-07,100-500Cr,2
2018-07-18,The Ken,Consumer Tech,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed,12.375,2018,7,3,2018-07,10-50Cr,1
2018-07-19,Book My Show,Consumer Tech,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,825.0,2018,7,3,2018-07,>500Cr,2
2018-07-21,PaySense,Consumer Tech,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,148.5,2018,7,3,2018-07,100-500Cr,1
2018-07-23,VTION,Tech,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed,2.31,2018,7,3,2018-07,1-10Cr,3
2018-07-23,Log9 Materials,Tech,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed,3.597,2018,7,3,2018-07,1-10Cr,3
2018-07-24,kidovators,EdTech,Skill Learning Platform,Bengaluru,Gray Matters,Seed,1.485,2018,7,3,2018-07,1-10Cr,1
2018-07-24,Digit,Consumer Tech,Online Insurance Startup,Pune,Fairfax,Private Equity,371.25,2018,7,3,2018-07,100-500Cr,1
2018-07-25,Black Soil,Unknown,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,140.25,2018,7,3,2018-07,100-500Cr,2
2018-07-25,Trell,Consumer Tech,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed,10.3125,2018,7,3,2018-07,10-50Cr,2
2018-07-25,iqlect,Tech,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed,20.625,2018,7,3,2018-07,10-50Cr,1
2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed,9.075,2018,7,3,2018-07,1-10Cr,4
2018-07-26,Bitla Software,Tech,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,0.0,2018,7,3,2018-07,,1
2018-07-26,TheCapitalNet,Fintech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,4.125,2018,7,3,2018-07,1-10Cr,1
2018-07-30,Shuttl,Consumer Tech,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,90.75,2018,7,3,2018-07,50-100Cr,1
2018-07-30,Cure Fit,Consumer Tech,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,990.0,2018,7,3,2018-07,>500Cr,3
2018-07-31,Five Star Group,Fintech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,825.0,2018,7,3,2018-07,>500Cr,3
2018-07-31,Healthsignz,Health,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed,41.25,2018,7,3,2018-07,10-50Cr,1
2018-01-06,CoinTribe,Unknown,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,82.5,2018,1,1,2018-01,50-100Cr,2
2018-04-06,Digiconectt,Tech,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed,1.03125,2018,4,2,2018-04,1-10Cr,1
2018-04-06,Kashmir Box,eCommerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed,0.0,2018,4,2,2018-04,,5
2018-05-06,Crowdera,Unknown,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed,0.0,2018,5,2,2018-05,,3
2018-05-06,Zoctr,Health,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed,0.0,2018,5,2,2018-05,,1
2018-07-06,Annapurna Finance,Unknown,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,189.75,2018,7,3,2018-07,100-500Cr,1
2018-07-06,Meesho,Consumer Tech,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,94.875,2018,7,3,2018-07,50-100Cr,3
2018-10-06,AyeFinance,Unknown,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,177.375,2018,10,4,2018-10,100-500Cr,2
2018-11-06,Theranosis,Health,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed,0.0,2018,11,4,2018-11,,1
2018-12-06,Alpha Capital,Unknown,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,122.1,2018,12,4,2018-12,100-500Cr,1
2018-12-06,eshakti,eCommerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,83.325,2018,12,4,2018-12,50-100Cr,1
2018-12-06,Daily Ninja,Consumer Tech,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed,24.75,2018,12,4,2018-12,10-50Cr,1
2018-06-13,NirogStreet,Health,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed,2.475,2018,6,2,2018-06,1-10Cr,2
2018-06-13,Nivesh,Unknown,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed,3.7125,2018,6,2,2018-06,1-10Cr,4
2018-06-13,What\\\s Up Life,Consumer Tech,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed,0.0,2018,6,2,2018-06,,1
2018-06-14,HomeLane,Consumer Tech,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed,28.4625,2018,6,2,2018-06,10-50Cr,1
2018-06-14,Network Intelligence,Tech,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,39.6,2018,6,2,2018-06,10-50Cr,1
2018-06-18,Tynor Othontics,Health,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,173.25,2018,6,2,2018-06,100-500Cr,1
2018-06-18,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed,14.025,2018,6,2,2018-06,10-50Cr,1
2018-06-19,Chrysalis,EdTech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed,0.0,2018,6,2,2018-06,,1
2018-06-19,RentSher,Consumer Tech,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed,9.075,2018,6,2,2018-06,1-10Cr,2
2018-06-20,Drip capital,Unknown,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,123.75,2018,6,2,2018-06,100-500Cr,3
2018-06-22,WickedRide,Consumer Tech,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,75.075,2018,6,2,2018-06,50-100Cr,2
2018-06-25,PolicyBazaar,Consumer Tech,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,1650.0,2018,6,2,2018-06,>500Cr,1
2018-06-25,HipBar,Consumer Tech,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,33.0,2018,6,2,2018-06,10-50Cr,1
2018-06-25,Sqqrl,Unknown,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed,8.25,2018,6,2,2018-06,1-10Cr,1
2018-06-26,Paytm,Tech,Digital Payment Platform,Noida,One 97 Communications,Private Equity,73.8375,2018,6,2,2018-06,50-100Cr,1
2018-06-26,Sigtuple,Health,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,156.75,2018,6,2,2018-06,100-500Cr,6
2018-06-27,Wow Express,Tech,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,37.125,2018,6,2,2018-06,10-50Cr,1
2018-06-28,Front Desk AI,Tech,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed,9.075,2018,6,2,2018-06,1-10Cr,1
2018-06-28,Edureka,EdTech,Online Education Platform,Bengaluru,Leo Capital,Seed,16.5,2018,6,2,2018-06,10-50Cr,1
2018-06-29,Numeroseven,Tech,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed,0.0,2018,6,2,2018-06,,1
2018-02-05,OpenTap,Unknown,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Angel,3.7125,2018,2,1,2018-02,1-10Cr,1
2018-02-05,Bizongo,Consumer Tech,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,181.5,2018,2,1,2018-02,100-500Cr,3
2018-03-05,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Angel,20.625,2018,3,1,2018-03,10-50Cr,2
2018-09-05,i3sysytems,Tech,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Angel,8.25,2018,9,3,2018-09,1-10Cr,2
2018-11-05,Earth Food,Consumer Tech,Agri-tech,Pune,Rairah Corporation,Angel,7.82925,2018,11,4,2018-11,1-10Cr,1
2018-05-14,Nykaa,Consumer Tech,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,198.0,2018,5,2,2018-05,100-500Cr,3
2018-05-16,mfine,Health,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,34.65,2018,5,2,2018-05,10-50Cr,2
2018-05-21,Rocketium,Tech,Online Video Creation Platform,Bengaluru,Blume ventures,Seed,2.475,2018,5,2,2018-05,1-10Cr,1
2018-05-21,MilkBasket,Tech,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,57.75,2018,5,2,2018-05,50-100Cr,2
2018-05-22,Vola,Unknown,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed,4.125,2018,5,2,2018-05,1-10Cr,1
2018-05-22,Cashkumar,Consumer Tech,P2P Lending Platform,Bengaluru,LetsVenture,Seed,6.06375,2018,5,2,2018-05,1-10Cr,1
2018-05-23,Edyoo,eCommerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed,6.06375,2018,5,2,2018-05,1-10Cr,1
2018-05-23,Aashiyaan,Unknown,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed,16.5,2018,5,2,2018-05,10-50Cr,2
2018-05-24,Smartivity,EdTech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed,16.5,2018,5,2,2018-05,10-50Cr,2
2018-05-24,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed,2.41725,2018,5,2,2018-05,1-10Cr,1
2018-05-27,Acko,Consumer Tech,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed,99.0,2018,5,2,2018-05,50-100Cr,4
2018-05-28,HWell24,Health,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed,1.65,2018,5,2,2018-05,1-10Cr,5
2018-05-29,Toffee,Consumer Tech,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed,12.375,2018,5,2,2018-05,10-50Cr,2
2018-05-29,Tonetag,Tech,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,66.0,2018,5,2,2018-05,50-100Cr,1
2018-05-30,Events High,Consumer Tech,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,0.0,2018,5,2,2018-05,,1
2018-05-30,Stellaps,Tech,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,115.5,2018,5,2,2018-05,100-500Cr,7
2018-05-31,Credright,Consumer Tech,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed,10.725,2018,5,2,2018-05,10-50Cr,2
2018-02-04,Fitternity,Consumer Tech,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,16.5,2018,2,1,2018-02,10-50Cr,6
2018-02-04,Synctag,Tech,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Angel,2.5377,2018,2,1,2018-02,1-10Cr,1
2018-02-04,Benepik,Tech,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Angel,0.0,2018,2,1,2018-02,,3
2018-04-04,Varthana,Unknown,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,453.75,2018,4,2,2018-04,100-500Cr,5
2018-05-04,IndigoLearn,EdTech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Angel,1.2375,2018,5,2,2018-05,1-10Cr,4
2018-05-04,Vedantu,EdTech,Interactive Online Tutoring Platform,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,82.5,2018,5,2,2018-05,50-100Cr,2
2018-09-04,Kaleidofin,Unknown,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Angel,23.1,2018,9,3,2018-09,10-50Cr,1
2018-09-04,Pipabella,Consumer Tech,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Angel,8.25,2018,9,3,2018-09,1-10Cr,1
2018-09-04,Elemential,Tech,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Angel,0.0,2018,9,3,2018-09,,9
2018-10-04,Loanzen,Unknown,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Angel,0.0,2018,10,4,2018-10,,1
2018-10-04,TravelTriangle,Consumer Tech,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,99.0,2018,10,4,2018-10,50-100Cr,4
2018-12-04,Letsmd,Health,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Angel,8.25,2018,12,4,2018-12,1-10Cr,2
2018-12-04,AyeFinance,Unknown,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt,37.95,2018,12,4,2018-12,10-50Cr,2
2018-04-13,mintifi,Unknown,Online Lending Platform,Mumbai,Lok Capital,Angel,16.5,2018,4,2,2018-04,10-50Cr,1
2018-04-16,icanstay,Consumer Tech,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Angel,4.125,2018,4,2,2018-04,1-10Cr,1
2018-04-16,Pregbuddy,Health,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Angel,0.0,2018,4,2,2018-04,,4
2018-04-18,Coverfox,Consumer Tech,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,181.5,2018,4,2,2018-04,100-500Cr,2
2018-04-19,Lenskart,Consumer Tech,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,0.0,2018,4,2,2018-04,,1
2018-04-19,mamaearth,Health,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,0.0,2018,4,2,2018-04,,1
2018-04-19,Fyle Technologies,Tech,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Angel,9.075,2018,4,2,2018-04,1-10Cr,1
2018-04-19,True Balance,Tech,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,189.75,2018,4,2,2018-04,100-500Cr,4
2018-04-22,Visit,Health,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,0.0,2018,4,2,2018-04,,4
2018-04-22,Doxper,Health,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Angel,15.675,2018,4,2,2018-04,10-50Cr,1
2018-04-22,Nykaa,Consumer Tech,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,90.75,2018,4,2,2018-04,50-100Cr,3
2018-04-23,Capital Float,Unknown,Online Lending Platform,Bengaluru,Amazon,Private Equity,181.5,2018,4,2,2018-04,100-500Cr,1
2018-04-25,Trip shelf,Consumer Tech,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Angel,2.0295,2018,4,2,2018-04,1-10Cr,2
2018-04-26,POPxo,Tech,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,45.375,2018,4,2,2018-04,10-50Cr,5
2018-04-26,RailYatri,Consumer Tech,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,0.0,2018,4,2,2018-04,,4
2018-04-27,1mg,Consumer Tech,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,82.5,2018,4,2,2018-04,50-100Cr,2
2018-04-29,Rubique,Consumer Tech,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,0.0,2018,4,2,2018-04,,2
2018-04-30,Samco,Consumer Tech,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,61.875,2018,4,2,2018-04,50-100Cr,1
